session_idx,km_cluster,anomaly_flag,anomaly_score,id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,outbound_dominance_ratio,packet_rate,bytes_per_packet,packet_asymmetry
80047,3,1,-0.2072029797566325,-0.15060280603295614,9.045654535702743,0.1518093884363435,1.4667544217711794,-2.713526390139134,7.142386500687755,60.37687111704524,0.19772338458305075,61.89300653137534,-0.5760457282974507,-1.1419012975058325,1.560001977532988,-0.3899418933979747,0.21333323250185715,-0.04473912515639803,63.16844354785163,-0.12783628795154128,-0.08025908976208349,-0.04614568586669598,0.1244919914065221,1.0924562065765338,1.5086059566967485,0.17438351799369634,1.1032437785968037,0.7477196600998508,0.6950181106826016,0.7201558532299892,-0.4580479098424511,4.683508269164599,1.1507376489905359,96.67860490660654,-0.7759906421470626,1.7768391494629123,1.8387021740781015,-0.544736436226793,-0.5543731697170803,3.310479048001414,-0.11859016079117787,-0.11859016079117787,2.6624624161536348,1.6877081434555663,-0.7530740174877636,-0.12650796304403716,-2.254292327482779,-0.5739463334288073,-0.455708233885043,-2.5692690955474515
103845,3,1,-0.20239833905153193,0.3195592794940398,9.046169640846461,0.1518093884363435,1.4667544217711794,-2.713526390139134,3.855008437335485,27.363380513416963,0.08647694643099163,28.900571012161922,-0.5764580352203181,-1.1419012975058325,1.560001977532988,-0.38995566207153504,-0.04776839909076966,-0.04473912515639803,28.635888654758762,-0.12094633925517612,-0.06940676233848779,0.0349431546379277,0.5286234808798197,1.0924562065765338,-0.54714587863269,2.034077286277211,1.1032437785968037,3.9645306405673435,3.446145669945147,4.074404448965709,-0.45316215768301604,4.830614731861626,1.1507376489905359,120.94034752495227,-0.7759906421470626,1.7768391494629123,-0.6450129066005168,-0.544736436226793,-0.5543731697170803,-0.7055286369076038,-0.11859016079117787,-0.11859016079117787,4.0885776521725585,-0.715713656611864,-0.7530740174877636,-0.12650796304403716,-2.2516285661142743,-0.573968988864407,-0.4545746585015017,-2.475755773940868
100451,3,1,-0.195598331008206,0.25250616081689786,9.023799757130561,0.1518093884363435,1.4667544217711794,-2.713526390139134,4.293325512449121,33.05911460657041,0.09898516131631215,34.66359262011299,-0.5763876432050508,-1.1419012975058325,1.560001977532988,-0.3899540693790811,-0.0014982410158686972,-0.07503991948315326,34.590431343628154,-0.12253456893593902,-0.07273291267553729,-0.10818212542045909,0.33604956552076637,1.0924562065765338,-0.5471457377003629,2.0355710155572577,1.1032437785968037,3.9645306405673435,3.446145669945147,4.074404448965709,-0.4580479098424511,4.795773727538646,1.1507376489905359,120.94034752495227,-0.6825702470760664,1.7768391494629123,-0.6450129066005168,-0.544736436226793,-0.5543731697170803,-0.7055286369076038,-0.11859016079117787,-0.11859016079117787,4.0885776521725585,-0.715713656611864,-0.7530740174877636,-0.12650796304403716,-2.2531936641428536,-0.5739658943637239,-0.4580875950712272,-2.5190487111603077
97488,3,1,-0.19144913042740064,0.19396803746970528,5.437418309921393,0.1518093884363435,-0.702307377728353,-2.713526390139134,3.6066287614377575,30.211247559993687,0.07855774725382622,31.22944766697089,-0.5761809827681451,-1.1419012975058325,1.560001977532988,-0.38994644673939727,0.1290592731297881,-0.04473912515639803,31.613159999193456,-0.12629286825549013,-0.07833688482672771,-0.032400046267548846,0.18056716731835956,1.0924562065765338,0.7719221781833289,0.44937327835787233,1.1032437785968037,1.4865631715146461,1.1388925583419733,1.692006106562138,-0.45316215768301604,4.722220496190133,1.1507376489905359,40.2345824171825,-0.7759906421470626,1.7768391494629123,-0.024084136430862234,-0.4204677767118192,-0.3814695397012091,-0.6142557349778535,-0.11859016079117787,-0.11859016079117787,2.6624624161536348,-0.47537147660512097,-0.2882570077815834,-0.12650796304403716,-2.2538604129791953,-0.5739541657952797,-0.45360082799416207,-2.557102290457789
99051,3,1,-0.18872386439715483,0.22484724327181868,5.437418309921393,0.1518093884363435,1.4667544217711794,-2.713526390139134,3.6066287614377575,30.211247559993687,0.07855774725382622,31.22944766697089,-0.5761809827681451,-1.1419012975058325,1.560001977532988,-0.38994644673939727,0.1290592731297881,-0.04473912515639803,31.613159999193456,-0.12629286825549013,-0.07833688482672771,-0.032400046267548846,0.18056716731835956,1.0924562065765338,0.7719221781833289,0.44937327835787233,1.1032437785968037,1.4865631715146461,1.1388925583419733,1.692006106562138,-0.45316215768301604,4.722220496190133,1.1507376489905359,40.2345824171825,-0.7759906421470626,1.7768391494629123,-0.024084136430862234,-0.4204677767118192,-0.3814695397012091,-0.6142557349778535,-0.11859016079117787,-0.11859016079117787,2.6624624161536348,-0.47537147660512097,-0.7530740174877636,-0.12650796304403716,-2.2538604129791953,-0.5739541657952797,-0.45360082799416207,-2.557102290457789
112818,3,1,-0.1862642903996683,0.49683318458832226,7.261503922801965,0.1518093884363435,1.4667544217711794,-0.4092180652284968,3.723513314801394,28.905219360289713,0.07979369163407747,30.194146187719642,-0.5763527839406416,-1.1419012975058325,1.560001977532988,-0.3899526415970148,0.019720219577380037,-0.07503991948315326,30.228823641590065,-0.12347660399034827,-0.07403151716609349,-0.10837026092280996,0.2831206556175923,1.0924562065765338,-0.5471457377003629,2.0373611446001645,1.1032437785968037,3.9645306405673435,3.446145669945147,4.074404448965709,-0.4580479098424511,4.776417614025879,1.1507376489905359,120.94034752495227,-0.7759906421470626,-0.3187108530995922,-0.6450129066005168,-0.544736436226793,-0.5543731697170803,-0.7055286369076038,-0.11859016079117787,-0.11859016079117787,4.0885776521725585,-0.47537147660512097,-0.7530740174877636,-0.12650796304403716,-2.253188866661232,-0.5739635219670737,-0.4580875950712272,-2.5209275586400883
172965,3,1,-0.18539815596938902,1.685119551433949,9.046874862687922,0.1518093884363435,1.4667544217711794,-2.713526390139134,7.478429591608209,63.261016724724854,0.20893843544088617,64.96696611461046,-0.5760091425812579,-1.1419012975058325,1.560001977532988,-0.38994050966719374,0.23759116913318787,-0.04473912515639803,66.1836419157823,-0.1282079147554238,-0.08066374166439101,-0.047202207230111426,0.12550613911664601,1.0924562065765338,-0.5747934926452065,-0.45844362346811657,1.1032437785968037,0.415964683441043,0.5026894139107589,0.2762983186910799,-0.4580479098424511,4.695121937272259,1.1507376489905359,96.67860490660654,-0.7759906421470626,1.7768391494629123,-0.6450129066005168,-0.544736436226793,-0.5543731697170803,-0.7055286369076038,-0.11859016079117787,-0.11859016079117787,2.6624624161536348,-0.715713656611864,-0.7530740174877636,-0.12650796304403716,-2.2543547349900073,-0.5739440246254998,-0.4558973132470784,-2.5699502729634487
65761,3,1,-0.18533304577130605,-0.43284230321081407,9.048655046312227,0.1518093884363435,1.4667544217711794,-2.713526390139134,5.827435275346847,47.479842644968485,0.1534353776240477,49.2184173617593,-0.5762074140293578,-1.1419012975058325,1.560001977532988,-0.38994738260554684,0.11290520345300487,-0.04473912515639803,49.68538669502954,-0.1260029174537423,-0.07780211819267162,-0.03226714680043052,0.18942608437479289,1.0924562065765338,0.3708501641447717,-0.628342004621758,1.1032437785968037,1.0398293751705476,0.9736378065452015,0.9938914527053453,-0.45316215768301604,4.741576609702899,1.1507376489905359,-0.03955687468543855,-0.4957294569340739,1.7768391494629123,-0.27245564449872406,-0.29619911719684533,-0.3814695397012091,0.11592748046014985,-0.11859016079117787,-0.11859016079117787,8.366923360229329,-0.23502929659837793,-0.6601106155465276,-0.12650796304403716,-2.2538063987695938,-0.5739554083346448,-0.4551846580739023,-2.550170476934045
65026,3,1,-0.18533304577130605,-0.44736323492198066,9.048655046312227,0.1518093884363435,1.4667544217711794,-2.713526390139134,5.827435275346847,47.479842644968485,0.1534353776240477,49.2184173617593,-0.5762074140293578,-1.1419012975058325,1.560001977532988,-0.38994738260554684,0.11290520345300487,-0.04473912515639803,49.68538669502954,-0.1260029174537423,-0.07780211819267162,-0.03226714680043052,0.18942608437479289,1.0924562065765338,0.3708501641447717,-0.628342004621758,1.1032437785968037,1.0398293751705476,0.9736378065452015,0.9938914527053453,-0.45316215768301604,4.741576609702899,1.1507376489905359,-0.03955687468543855,-0.4957294569340739,1.7768391494629123,-0.27245564449872406,-0.29619911719684533,-0.3814695397012091,0.11592748046014985,-0.11859016079117787,-0.11859016079117787,8.366923360229329,-0.23502929659837793,-0.6601106155465276,-0.12650796304403716,-2.2538063987695938,-0.5739554083346448,-0.4551846580739023,-2.550170476934045
65029,3,1,-0.18533304577130605,-0.4473039658129555,9.048655046312227,0.1518093884363435,1.4667544217711794,-2.713526390139134,5.827435275346847,47.479842644968485,0.1534353776240477,49.2184173617593,-0.5762074140293578,-1.1419012975058325,1.560001977532988,-0.38994738260554684,0.11290520345300487,-0.04473912515639803,49.68538669502954,-0.1260029174537423,-0.07780211819267162,-0.03226714680043052,0.18942608437479289,1.0924562065765338,0.3708501641447717,-0.628342004621758,1.1032437785968037,1.0398293751705476,0.9736378065452015,0.9938914527053453,-0.45316215768301604,4.741576609702899,1.1507376489905359,-0.03955687468543855,-0.4957294569340739,1.7768391494629123,-0.27245564449872406,-0.29619911719684533,-0.3814695397012091,0.11592748046014985,-0.11859016079117787,-0.11859016079117787,8.366923360229329,-0.23502929659837793,-0.6601106155465276,-0.12650796304403716,-2.2538063987695938,-0.5739554083346448,-0.4551846580739023,-2.550170476934045
